,title,label,tokens
139,JUST IN: John Kerry Facing Prison,0,"['just', 'in', ':', 'john', 'kerry', 'facing', 'prison']"
140,JUST IN: Sarah Palin In A Coma After Hit And Run,0,"['just', 'in', ':', 'sarah', 'palin', 'in', 'a', 'coma', 'after', 'hit', 'and', 'run']"
141,Trump Declares Globalist Soros As “National Security Threat”…Using Obama’s 2014 Executive Order,0,"['trump', 'declares', 'globalist', 'soros', 'as', '“', 'national', 'security', 'threat', '”', '…using', 'obama', '’', 's', '2014', 'executive', 'order']"
142,Delta targeted in online free airline ticket scam,0,"['delta', 'targeted', 'in', 'online', 'free', 'airline', 'ticket', 'scam']"
143,Melania Just Hit Donald Trump With Shocking Announcement He Never Saw Coming,0,"['melania', 'just', 'hit', 'donald', 'trump', 'with', 'shocking', 'announcement', 'he', 'never', 'saw', 'coming']"
144,"OBAMA CANCELED IT, TRUMP REINSTATED IT – A VERY SACRED DAY IS BACK",0,"['obama', 'canceled', 'it', ',', 'trump', 'reinstated', 'it', '–', 'a', 'very', 'sacred', 'day', 'is', 'back']"
145,UsPostman.com is for sale (Us Postman),0,"['uspostman.com', 'is', 'for', 'sale', '(', 'us', 'postman', ')']"
146,Bumble Bee Foods charged after man cooked with tuna,0,"['bumble', 'bee', 'foods', 'charged', 'after', 'man', 'cooked', 'with', 'tuna']"
147,Morgue employee cremated by mistake while taking a nap,0,"['morgue', 'employee', 'cremated', 'by', 'mistake', 'while', 'taking', 'a', 'nap']"
148,Hillary Clinton Furious At ‘Special Gift’ Melania Trump Sent Her From Her Hospital Bed,0,"['hillary', 'clinton', 'furious', 'at', '‘', 'special', 'gift', '’', 'melania', 'trump', 'sent', 'her', 'from', 'her', 'hospital', 'bed']"
149,Stephen Bannon: “Nobody Can Blame You For Beating Your Wife If It’s Out Of Love”,0,"['stephen', 'bannon', ':', '“', 'nobody', 'can', 'blame', 'you', 'for', 'beating', 'your', 'wife', 'if', 'it', '’', 's', 'out', 'of', 'love', '”']"
150,"A fake photo of Emma González went viral on the far right, where Parkland teens are villains",0,"['a', 'fake', 'photo', 'of', 'emma', 'gonzález', 'went', 'viral', 'on', 'the', 'far', 'right', ',', 'where', 'parkland', 'teens', 'are', 'villains']"
151,Information for the Nation,0,"['information', 'for', 'the', 'nation']"
152,majorthoughts.com,0,['majorthoughts.com']
153,Trump on Revamping the Military: We’re Bringing Back the Draft,0,"['trump', 'on', 'revamping', 'the', 'military', ':', 'we', '’', 're', 'bringing', 'back', 'the', 'draft']"
154,US Representatives Promise Implement Of UN Gun-Control Plans,0,"['us', 'representatives', 'promise', 'implement', 'of', 'un', 'gun-control', 'plans']"
155,Bill Gates’ Former Doctor Says Billionaire ‘Refused To Vaccinate His Children’,0,"['bill', 'gates', '’', 'former', 'doctor', 'says', 'billionaire', '‘', 'refused', 'to', 'vaccinate', 'his', 'children', '’']"
156,"Haiti Official Getting Ready To Testify Against Clinton Foundation Corruption NEXT WEEK, Found DEAD With “Gunshot to the head”",0,"['haiti', 'official', 'getting', 'ready', 'to', 'testify', 'against', 'clinton', 'foundation', 'corruption', 'next', 'week', ',', 'found', 'dead', 'with', '“', 'gunshot', 'to', 'the', 'head', '”']"
157,Facebook Picks Sides in Alabama Senate Race=> Shuts Down Gateway Pundit and Breitbart Reports on Discredited Allred Accuser,0,"['facebook', 'picks', 'sides', 'in', 'alabama', 'senate', 'race=', '>', 'shuts', 'down', 'gateway', 'pundit', 'and', 'breitbart', 'reports', 'on', 'discredited', 'allred', 'accuser']"
158,Cannibals Arrested in Florida Claim Eating Human Flesh Cures Diabetes and Depression,0,"['cannibals', 'arrested', 'in', 'florida', 'claim', 'eating', 'human', 'flesh', 'cures', 'diabetes', 'and', 'depression']"
159,Laguna Beach Antifa 22m David Hogg Didn't Attend Parkland High School I Went to School With Him at Redondo Shores High School in California and He Graduated in 2015 Here He Is in Our Yearbook From 201,0,"['laguna', 'beach', 'antifa', '22m', 'david', 'hogg', 'did', ""n't"", 'attend', 'parkland', 'high', 'school', 'i', 'went', 'to', 'school', 'with', 'him', 'at', 'redondo', 'shores', 'high', 'school', 'in', 'california', 'and', 'he', 'graduated', 'in', '2015', 'here', 'he', 'is', 'in', 'our', 'yearbook', 'from', '201']"
160,Lady Gaga on Twitter,0,"['lady', 'gaga', 'on', 'twitter']"
161,American News is under construction,0,"['american', 'news', 'is', 'under', 'construction']"
162,Kushner And Wife Ivanka Trump Were Tossed Out Of The White House — And Donald Is Cutting Them Out Of His Will!,0,"['kushner', 'and', 'wife', 'ivanka', 'trump', 'were', 'tossed', 'out', 'of', 'the', 'white', 'house', '—', 'and', 'donald', 'is', 'cutting', 'them', 'out', 'of', 'his', 'will', '!']"
163,Thinking about writing in a candidate on Election Day? Read this before you do.,0,"['thinking', 'about', 'writing', 'in', 'a', 'candidate', 'on', 'election', 'day', '?', 'read', 'this', 'before', 'you', 'do', '.']"
164,Trump Gives Chaffetz The Thumbs Up For Investigating Hillary Clinton’s Email Server,0,"['trump', 'gives', 'chaffetz', 'the', 'thumbs', 'up', 'for', 'investigating', 'hillary', 'clinton', '’', 's', 'email', 'server']"
165,Obama Secretly Flees US – Leaves Stunning Evidence Behind,0,"['obama', 'secretly', 'flees', 'us', '–', 'leaves', 'stunning', 'evidence', 'behind']"
166,BREAKING: Monica Lewinsky Found Dead In Roslindale,0,"['breaking', ':', 'monica', 'lewinsky', 'found', 'dead', 'in', 'roslindale']"
167,BREAKING: The Democrat James Comey Has Been Having An Affair With Was JUST REVEALED! (DETAILS),0,"['breaking', ':', 'the', 'democrat', 'james', 'comey', 'has', 'been', 'having', 'an', 'affair', 'with', 'was', 'just', 'revealed', '!', '(', 'details', ')']"
168,"ABC News Joins Obama In Ban Of American Flag Lapel Pins, Here’s What You Need To Know",0,"['abc', 'news', 'joins', 'obama', 'in', 'ban', 'of', 'american', 'flag', 'lapel', 'pins', ',', 'here', '’', 's', 'what', 'you', 'need', 'to', 'know']"
169,10 Things You Didn't Know About Nancy Pelosi,0,"['10', 'things', 'you', 'did', ""n't"", 'know', 'about', 'nancy', 'pelosi']"
170,"Mom applies a remedy to her baby, moments later he dies. Be careful with this, moms!",0,"['mom', 'applies', 'a', 'remedy', 'to', 'her', 'baby', ',', 'moments', 'later', 'he', 'dies', '.', 'be', 'careful', 'with', 'this', ',', 'moms', '!']"
171,Clinton Foundations Sends Water To Houston For $7 A Bottle,0,"['clinton', 'foundations', 'sends', 'water', 'to', 'houston', 'for', '$', '7', 'a', 'bottle']"
172,"Flight Crew Takes A Knee And Walks Off, Leaving New Orleans Saints Stranded On Runway",0,"['flight', 'crew', 'takes', 'a', 'knee', 'and', 'walks', 'off', ',', 'leaving', 'new', 'orleans', 'saints', 'stranded', 'on', 'runway']"
173,Floyd Mayweather Jr. Donates a Whopping Sum of Money to Houston After Hurricane – What You Missed,0,"['floyd', 'mayweather', 'jr.', 'donates', 'a', 'whopping', 'sum', 'of', 'money', 'to', 'houston', 'after', 'hurricane', '–', 'what', 'you', 'missed']"
174,"New Star Wars Movie Filming Near Rosenberg, Texas, Large Number of Extras Needed – WBN 12 News",0,"['new', 'star', 'wars', 'movie', 'filming', 'near', 'rosenberg', ',', 'texas', ',', 'large', 'number', 'of', 'extras', 'needed', '–', 'wbn', '12', 'news']"
175,Chuck Schumers Steamy Affair With A High School Cheerleader Confirmed,0,"['chuck', 'schumer\x92s', 'steamy', 'affair', 'with', 'a', 'high', 'school', 'cheerleader', 'confirmed']"
176,"Tennessee GOP Twitter taken down, after Tweet exposing Pelosi involved in Pedophilia",0,"['tennessee', 'gop', 'twitter', 'taken', 'down', ',', 'after', 'tweet', 'exposing', 'pelosi', 'involved', 'in', 'pedophilia']"
177,"80% of black men in Atlanta are Homosexuals, study says",0,"['80', '%', 'of', 'black', 'men', 'in', 'atlanta', 'are', 'homosexuals', ',', 'study', 'says']"
178,Texas church shooter was a militant atheist,0,"['texas', 'church', 'shooter', 'was', 'a', 'militant', 'atheist']"
179,Pope Calls for World Wide Gun Confiscation Except for the UN,0,"['pope', 'calls', 'for', 'world', 'wide', 'gun', 'confiscation', 'except', 'for', 'the', 'un']"
180,BREAKING: Barcelona Terrorist Has A Cousin In The US Named Barack,0,"['breaking', ':', 'barcelona', 'terrorist', 'has', 'a', 'cousin', 'in', 'the', 'us', 'named', 'barack']"
181,BREAKING: President Trump Just Told Paul Ryan ‘You’re Fired’,0,"['breaking', ':', 'president', 'trump', 'just', 'told', 'paul', 'ryan', '‘', 'you', '’', 're', 'fired', '’']"
182,“HIV VIRUS” Found In Walmart Bananas After 10 Year Old Boy Agreements The Infection,0,"['“', 'hiv', 'virus', '”', 'found', 'in', 'walmart', 'bananas', 'after', '10', 'year', 'old', 'boy', 'agreements', 'the', 'infection']"
183,Senate Democrats Demand Supreme Court Nominee Not Be Unduly Influenced By U.S. Constitution,0,"['senate', 'democrats', 'demand', 'supreme', 'court', 'nominee', 'not', 'be', 'unduly', 'influenced', 'by', 'u.s.', 'constitution']"
184,Application for ‘March For Our Lives’ permit was made months before Parkland school shooting,0,"['application', 'for', '‘', 'march', 'for', 'our', 'lives', '’', 'permit', 'was', 'made', 'months', 'before', 'parkland', 'school', 'shooting']"
185,412 Michigan Muslims Arrested In Fed’s ‘LARGEST BUST IN U.S. HISTORY’,0,"['412', 'michigan', 'muslims', 'arrested', 'in', 'fed', '’', 's', '‘', 'largest', 'bust', 'in', 'u.s.', 'history', '’']"
186,"BOOM: Roy Moore Takes The Military Vote, Pulls Ahead By 5K Votes",0,"['boom', ':', 'roy', 'moore', 'takes', 'the', 'military', 'vote', ',', 'pulls', 'ahead', 'by', '5k', 'votes']"
187,Julia Roberts Claims ‘Michelle Obama Isn’t Fit to Clean Melania’s Toilet’,0,"['julia', 'roberts', 'claims', '‘', 'michelle', 'obama', 'isn', '’', 't', 'fit', 'to', 'clean', 'melania', '’', 's', 'toilet', '’']"
188,New Jersey Police Chief Says Black People ‘Have No Value’ And Should All Be Executed,0,"['new', 'jersey', 'police', 'chief', 'says', 'black', 'people', '‘', 'have', 'no', 'value', '’', 'and', 'should', 'all', 'be', 'executed']"
189,State Of Minnesota Has Just Handed Over FULL CONTROL To Muslims So They Can Take Down ‘Infidels’,0,"['state', 'of', 'minnesota', 'has', 'just', 'handed', 'over', 'full', 'control', 'to', 'muslims', 'so', 'they', 'can', 'take', 'down', '‘', 'infidels', '’']"
190,BREAKING: Clinton Foundation Cargo Ship Raided At Port Of Baltimore Reveals Sick Secret,0,"['breaking', ':', 'clinton', 'foundation', 'cargo', 'ship', 'raided', 'at', 'port', 'of', 'baltimore', 'reveals', 'sick', 'secret']"
191,Miley Cyrus: 'Donald Trump Is a F--king Nightmare',0,"['miley', 'cyrus', ':', ""'donald"", 'trump', 'is', 'a', 'f', '--', 'king', 'nightmare', ""'""]"
192,BREAKING: Bill O’Reilly In Critical Condition After Being Attacked By ‘Tolerant’ Liberals,0,"['breaking', ':', 'bill', 'o', '’', 'reilly', 'in', 'critical', 'condition', 'after', 'being', 'attacked', 'by', '‘', 'tolerant', '’', 'liberals']"
193,"Bill Murray Had This to Say About Rochester, New Hampshire Residents – News Daily 12",0,"['bill', 'murray', 'had', 'this', 'to', 'say', 'about', 'rochester', ',', 'new', 'hampshire', 'residents', '–', 'news', 'daily', '12']"
194,Keanu Reeves Shook The World With Another POWERFUL Message,0,"['keanu', 'reeves', 'shook', 'the', 'world', 'with', 'another', 'powerful', 'message']"
195,BREAKING: KEN STARR’S PLANE JUST DISAPPEARED ON HIS WAY TO DC TO TESTIFY AGAINST HILLARY,0,"['breaking', ':', 'ken', 'starr', '’', 's', 'plane', 'just', 'disappeared', 'on', 'his', 'way', 'to', 'dc', 'to', 'testify', 'against', 'hillary']"
196,TRUMP WANTS TO DEPORT AMERICAN INDIANS TO INDIA,0,"['trump', 'wants', 'to', 'deport', 'american', 'indians', 'to', 'india']"
197,BREAKING: Johnny Depp Taken Into Custody By Secret Service,0,"['breaking', ':', 'johnny', 'depp', 'taken', 'into', 'custody', 'by', 'secret', 'service']"
198,"Peter Strzok, FBI Agent in Texting Scandal, Will Testify Before Congress",0,"['peter', 'strzok', ',', 'fbi', 'agent', 'in', 'texting', 'scandal', ',', 'will', 'testify', 'before', 'congress']"
199,Trump Removing Marines From the Navy,0,"['trump', 'removing', 'marines', 'from', 'the', 'navy']"
200,Mueller Will Be Forced To Resign Over Pelosi Affair,0,"['mueller', 'will', 'be', 'forced', 'to', 'resign', 'over', 'pelosi', 'affair']"
201,DONALD TRUMP PRAISES COLONEL SANDERS FOR HIS SERVICE IN THE CIVIL WAR Manny Schewitz O 2 Days Ago Off the Wire Speaking to Our Intern Dave Robicheaux Who Is Paid in Facebook Likes Trump Insisted Col H,0,"['donald', 'trump', 'praises', 'colonel', 'sanders', 'for', 'his', 'service', 'in', 'the', 'civil', 'war', 'manny', 'schewitz', 'o', '2', 'days', 'ago', 'off', 'the', 'wire', 'speaking', 'to', 'our', 'intern', 'dave', 'robicheaux', 'who', 'is', 'paid', 'in', 'facebook', 'likes', 'trump', 'insisted', 'col', 'h']"
202,Charleston Shooter Dylann Roof Moved to Death Row in Terre Haute Federal Prison,0,"['charleston', 'shooter', 'dylann', 'roof', 'moved', 'to', 'death', 'row', 'in', 'terre', 'haute', 'federal', 'prison']"
203,Trump Vows to End Winter Heating Assistance for Elderly and Disabled – Our Voice,0,"['trump', 'vows', 'to', 'end', 'winter', 'heating', 'assistance', 'for', 'elderly', 'and', 'disabled', '–', 'our', 'voice']"
204,BREAKING: Supreme Court Issues Its First Bench Warrant Ever,0,"['breaking', ':', 'supreme', 'court', 'issues', 'its', 'first', 'bench', 'warrant', 'ever']"
205,Clinton Foundation Largest Unprosecuted Charity Fraud in History-Charles Ortel,0,"['clinton', 'foundation', 'largest', 'unprosecuted', 'charity', 'fraud', 'in', 'history-charles', 'ortel']"
206,You are being redirected...,0,"['you', 'are', 'being', 'redirected', '...']"
207,"Smoking In Cars With Children Is Illegal Starting January 30, 2018",0,"['smoking', 'in', 'cars', 'with', 'children', 'is', 'illegal', 'starting', 'january', '30', ',', '2018']"
208,FBI uncovered Russian bribery plot before Obama administration approved controversial nuclear deal with Moscow,0,"['fbi', 'uncovered', 'russian', 'bribery', 'plot', 'before', 'obama', 'administration', 'approved', 'controversial', 'nuclear', 'deal', 'with', 'moscow']"
209,NASA Has Just Confirmed Earth Has A New Moon,0,"['nasa', 'has', 'just', 'confirmed', 'earth', 'has', 'a', 'new', 'moon']"
210,"The pro-Russia, pro-weed, pro-Assange GOP congressman who will be tough to beat",0,"['the', 'pro-russia', ',', 'pro-weed', ',', 'pro-assange', 'gop', 'congressman', 'who', 'will', 'be', 'tough', 'to', 'beat']"
211,Target Recalls Water Absorbing Toys Due to Serious Ingestion Hazard,0,"['target', 'recalls', 'water', 'absorbing', 'toys', 'due', 'to', 'serious', 'ingestion', 'hazard']"
212,UPDATE: Malia Obama Among 10 Arrested In Racist Antifa Attack,0,"['update', ':', 'malia', 'obama', 'among', '10', 'arrested', 'in', 'racist', 'antifa', 'attack']"
213,UF requests to cancel Rivalry game against FSU,0,"['uf', 'requests', 'to', 'cancel', 'rivalry', 'game', 'against', 'fsu']"
214,Las Vegas Shooting Witnesses Report Multiple Gunmen Dressed as Security Guards Oct 3 2017,0,"['las', 'vegas', 'shooting', 'witnesses', 'report', 'multiple', 'gunmen', 'dressed', 'as', 'security', 'guards', 'oct', '3', '2017']"
215,alternativemediasyndicate.com,0,['alternativemediasyndicate.com']
216,BREAKING: US comedian Kevin Hart in critical condition after gory car crash,0,"['breaking', ':', 'us', 'comedian', 'kevin', 'hart', 'in', 'critical', 'condition', 'after', 'gory', 'car', 'crash']"
217,TRUMP APPROVAL RATING Better than Obama and Reagan at Same Point in their Presidencies,0,"['trump', 'approval', 'rating', 'better', 'than', 'obama', 'and', 'reagan', 'at', 'same', 'point', 'in', 'their', 'presidencies']"
218,Fox News Sandra Smith: “Everybody Could See From The United Airlines Passenger’s Behavior That He Was Not A Genuine American”,0,"['fox', 'news', 'sandra', 'smith', ':', '“', 'everybody', 'could', 'see', 'from', 'the', 'united', 'airlines', 'passenger', '’', 's', 'behavior', 'that', 'he', 'was', 'not', 'a', 'genuine', 'american', '”']"
219,flashnewscorner.com,0,['flashnewscorner.com']
220,"DNC’s Donna Brazile Dedicated Her Book to ‘Patriot’ Seth Rich, Whose Death Made Her Fear for Her Own Life",0,"['dnc', '’', 's', 'donna', 'brazile', 'dedicated', 'her', 'book', 'to', '‘', 'patriot', '’', 'seth', 'rich', ',', 'whose', 'death', 'made', 'her', 'fear', 'for', 'her', 'own', 'life']"
221,Manager killed 10 employees at checkers on 183st and 27ave,0,"['manager', 'killed', '10', 'employees', 'at', 'checkers', 'on', '183st', 'and', '27ave']"
222,Obama Announces Bid To Become UN Secretary General – Usa News,0,"['obama', 'announces', 'bid', 'to', 'become', 'un', 'secretary', 'general', '–', 'usa', 'news']"
223,MEXICO’S NEXT PRESIDENT Calls for An Invasion Of The US….,0,"['mexico', '’', 's', 'next', 'president', 'calls', 'for', 'an', 'invasion', 'of', 'the', 'us…', '.']"
224,NASA ANNOUNCED THAT IT COMMUNICATED WITH FOUR RACES OF ALIENS,0,"['nasa', 'announced', 'that', 'it', 'communicated', 'with', 'four', 'races', 'of', 'aliens']"
225,Ohio student suspended for staying in class during National Walkout Day,0,"['ohio', 'student', 'suspended', 'for', 'staying', 'in', 'class', 'during', 'national', 'walkout', 'day']"
226,BREAKING NEWS: Prince William and Harry donates $100 million to Hurricane Harvey Victims,0,"['breaking', 'news', ':', 'prince', 'william', 'and', 'harry', 'donates', '$', '100', 'million', 'to', 'hurricane', 'harvey', 'victims']"
227,Morgan Freeman: ‘Jailing Hillary’ Best Way To ‘Restore Public Faith In Govt’,0,"['morgan', 'freeman', ':', '‘', 'jailing', 'hillary', '’', 'best', 'way', 'to', '‘', 'restore', 'public', 'faith', 'in', 'govt', '’']"
228,Jason Aldean Gig Canceled After He Sells Out To Liberals On SNL,0,"['jason', 'aldean', 'gig', 'canceled', 'after', 'he', 'sells', 'out', 'to', 'liberals', 'on', 'snl']"
229,Trump Orders 13 Obama Deep State Operatives Arrested For Treason,0,"['trump', 'orders', '13', 'obama', 'deep', 'state', 'operatives', 'arrested', 'for', 'treason']"
230,Inside a Fake News Sausage Factory: ‘This Is All About Income’,0,"['inside', 'a', 'fake', 'news', 'sausage', 'factory', ':', '‘', 'this', 'is', 'all', 'about', 'income', '’']"
231,CNN To Permanently Close Its Doors As Ratings Plunge 30 Percent,0,"['cnn', 'to', 'permanently', 'close', 'its', 'doors', 'as', 'ratings', 'plunge', '30', 'percent']"
232,REPORT: Kim Jong Un Killed In Trump’s Overnight Black Op Attack On North Korea -,0,"['report', ':', 'kim', 'jong', 'un', 'killed', 'in', 'trump', '’', 's', 'overnight', 'black', 'op', 'attack', 'on', 'north', 'korea', '-']"
233,"Statement from FDA Commissioner Scott Gottlieb, M.D., on FDA’s ongoing efforts to help improve effectiveness of influenza vaccines",0,"['statement', 'from', 'fda', 'commissioner', 'scott', 'gottlieb', ',', 'm.d.', ',', 'on', 'fda', '’', 's', 'ongoing', 'efforts', 'to', 'help', 'improve', 'effectiveness', 'of', 'influenza', 'vaccines']"
234,Eric Trump: It would be 'foolish' for my dad to release tax returns,0,"['eric', 'trump', ':', 'it', 'would', 'be', ""'foolish"", ""'"", 'for', 'my', 'dad', 'to', 'release', 'tax', 'returns']"
235,BREAKING! Roy Moore’s Accuser Worked for Democratic Leaders and Is Actively Campaigning for Moore’s Opponent ⋆ Activist Mommy,0,"['breaking', '!', 'roy', 'moore', '’', 's', 'accuser', 'worked', 'for', 'democratic', 'leaders', 'and', 'is', 'actively', 'campaigning', 'for', 'moore', '’', 's', 'opponent', '⋆', 'activist', 'mommy']"
236,Civil War Erupts In Sweden as Irate Swedes Burn Nine Muslim Refugee Centers to the Ground,0,"['civil', 'war', 'erupts', 'in', 'sweden', 'as', 'irate', 'swedes', 'burn', 'nine', 'muslim', 'refugee', 'centers', 'to', 'the', 'ground']"
237,Mental Images,0,"['mental', 'images']"
238,Kurt Russel Just SHOWED Overpaid Celebs It’s Time To Shut Up About Trump – Hits Them Where It Hurts!,0,"['kurt', 'russel', 'just', 'showed', 'overpaid', 'celebs', 'it', '’', 's', 'time', 'to', 'shut', 'up', 'about', 'trump', '–', 'hits', 'them', 'where', 'it', 'hurts', '!']"
239,First Indictment Issued In Russian Bribery Case Tied To Obama-Era Uranium One Deal,0,"['first', 'indictment', 'issued', 'in', 'russian', 'bribery', 'case', 'tied', 'to', 'obama-era', 'uranium', 'one', 'deal']"
240,Trump’s Top Scientist Pick: “Scientists Are Just Dumb Regular People That Think Dinosaurs Existed And The Earth Is Getting Warmer”,0,"['trump', '’', 's', 'top', 'scientist', 'pick', ':', '“', 'scientists', 'are', 'just', 'dumb', 'regular', 'people', 'that', 'think', 'dinosaurs', 'existed', 'and', 'the', 'earth', 'is', 'getting', 'warmer', '”']"
241,STUNNING! Democrats BOO and GROAN at Trump Mention of Murder Victims of MS-13 Killers (VIDEO),0,"['stunning', '!', 'democrats', 'boo', 'and', 'groan', 'at', 'trump', 'mention', 'of', 'murder', 'victims', 'of', 'ms-13', 'killers', '(', 'video', ')']"
242,"BREAKING: Trump Just Gave Every WORKING, LEGAL Man Woman And Child In The USA $612 EACH! -",0,"['breaking', ':', 'trump', 'just', 'gave', 'every', 'working', ',', 'legal', 'man', 'woman', 'and', 'child', 'in', 'the', 'usa', '$', '612', 'each', '!', '-']"
243,Investigators: Anthony Bourdain Was Killed By Clinton Operatives,0,"['investigators', ':', 'anthony', 'bourdain', 'was', 'killed', 'by', 'clinton', 'operatives']"
244, Friendly Fire … Charlottesville Car attacker is antiTrump Antifa supporter,0,"['friendly', 'fire', '…', 'charlottesville', 'car', 'attacker', 'is', 'antitrump', 'antifa', 'supporter']"
245,BREAKING: 60 People Just Found Dead In Ohio,0,"['breaking', ':', '60', 'people', 'just', 'found', 'dead', 'in', 'ohio']"
246,Denzel Washington: With Trump we avoided war with Russia and Orwellian Police State,0,"['denzel', 'washington', ':', 'with', 'trump', 'we', 'avoided', 'war', 'with', 'russia', 'and', 'orwellian', 'police', 'state']"
247,"Oprah Winfrey: The Butler, racism and Obama",0,"['oprah', 'winfrey', ':', 'the', 'butler', ',', 'racism', 'and', 'obama']"
248,All Citizens Who Want to Receive Gvt Benefits Must Agree to Be Microchipped in the Near Future,0,"['all', 'citizens', 'who', 'want', 'to', 'receive', 'gvt', 'benefits', 'must', 'agree', 'to', 'be', 'microchipped', 'in', 'the', 'near', 'future']"
249,USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!,0,"['usa', ':', 'mysterious', 'nazi', 'submarine', 'from', 'wwii', 'discovered', 'in', 'great', 'lakes', '!']"
250,BREAKING ObamaLed UN Has Just Made It Official US To Immediately Pay Blacks ‘Reparations’,0,"['breaking', 'obamaled', 'un', 'has', 'just', 'made', 'it', 'official', 'us', 'to', 'immediately', 'pay', 'blacks', '‘', 'reparations', '’']"
251,Computer Models Show IRMA Destroying New York City On Sept. 10,0,"['computer', 'models', 'show', 'irma', 'destroying', 'new', 'york', 'city', 'on', 'sept.', '10']"
252,"NASA Will Pay You $100,000 To Stay In Bed For 60 Days!",0,"['nasa', 'will', 'pay', 'you', '$', '100,000', 'to', 'stay', 'in', 'bed', 'for', '60', 'days', '!']"
253,BREAKING: President Trump Pardons Kim Davis,0,"['breaking', ':', 'president', 'trump', 'pardons', 'kim', 'davis']"
254,"Last in Queen Elizabeth II's line of corgis dies, says British press",0,"['last', 'in', 'queen', 'elizabeth', 'ii', ""'s"", 'line', 'of', 'corgis', 'dies', ',', 'says', 'british', 'press']"
255,And we pay her a salary!.... - Judge Jeanine Pirro has Fans,0,"['and', 'we', 'pay', 'her', 'a', 'salary', '!', '....', '-', 'judge', 'jeanine', 'pirro', 'has', 'fans']"
256,"Whoopi Goldberg Humiliated, Handcuffed And Dragged Out Of The TV Studio",0,"['whoopi', 'goldberg', 'humiliated', ',', 'handcuffed', 'and', 'dragged', 'out', 'of', 'the', 'tv', 'studio']"
257,BREAKING: CZECH REPUBLIC ARMS CITIZENS – “YOU CAN NOW SHOOT TERRORISTS ON SIGHT”,0,"['breaking', ':', 'czech', 'republic', 'arms', 'citizens', '–', '“', 'you', 'can', 'now', 'shoot', 'terrorists', 'on', 'sight', '”']"
258,Alabama football Crimson Tide disqualified from national championship,0,"['alabama', 'football', 'crimson', 'tide', 'disqualified', 'from', 'national', 'championship']"
259,"Georgia Mosque KEEPS Hurricane Harvey Donations, Will Send To Syrian Refugees Instead",0,"['georgia', 'mosque', 'keeps', 'hurricane', 'harvey', 'donations', ',', 'will', 'send', 'to', 'syrian', 'refugees', 'instead']"
260,World's most popular candy to be removed from shelves by October 2017!,0,"['world', ""'s"", 'most', 'popular', 'candy', 'to', 'be', 'removed', 'from', 'shelves', 'by', 'october', '2017', '!']"
261,"Scott Baio, Beloved Face Of Conservatism, Dies In Small Plane Crash On His Way To Visit Trump",0,"['scott', 'baio', ',', 'beloved', 'face', 'of', 'conservatism', ',', 'dies', 'in', 'small', 'plane', 'crash', 'on', 'his', 'way', 'to', 'visit', 'trump']"
262,BREAKING: Black Hockey Player FIRED After Raising Fist During National Anthem,0,"['breaking', ':', 'black', 'hockey', 'player', 'fired', 'after', 'raising', 'fist', 'during', 'national', 'anthem']"
263,Attorney General Sessions Statement on Recusal,0,"['attorney', 'general', 'sessions', 'statement', 'on', 'recusal']"
264,BREAKING: Rosa Parks’ Daughter Praises Trump’s Response to Charlottesville – forfreedomworld,0,"['breaking', ':', 'rosa', 'parks', '’', 'daughter', 'praises', 'trump', '’', 's', 'response', 'to', 'charlottesville', '–', 'forfreedomworld']"
265,Trump warns Russia over Jehovah’s Witnesses ban and urges members to seek asylum in the US,0,"['trump', 'warns', 'russia', 'over', 'jehovah', '’', 's', 'witnesses', 'ban', 'and', 'urges', 'members', 'to', 'seek', 'asylum', 'in', 'the', 'us']"
266,BOMBSHELL!! Obama Paid FBI Informant Over $1 MILLION To Do It To Trump! EVEN AFTER THE ELECTION!,0,"['bombshell', '!', '!', 'obama', 'paid', 'fbi', 'informant', 'over', '$', '1', 'million', 'to', 'do', 'it', 'to', 'trump', '!', 'even', 'after', 'the', 'election', '!']"
267,"Singer Tina Turner: “This Thanksgiving Is The First Time in 8 Years That I am Thankful For Our President, God Bless Him And His Supporters.” Do You Support To Tina ? – American President Donald J. Tru",0,"['singer', 'tina', 'turner', ':', '“', 'this', 'thanksgiving', 'is', 'the', 'first', 'time', 'in', '8', 'years', 'that', 'i', 'am', 'thankful', 'for', 'our', 'president', ',', 'god', 'bless', 'him', 'and', 'his', 'supporters.', '”', 'do', 'you', 'support', 'to', 'tina', '?', '–', 'american', 'president', 'donald', 'j.', 'tru']"
268,"Democrats go full TYRANNY: Now demand nationwide gun confiscation from law-abiding Americans… at gunpoint, of course",0,"['democrats', 'go', 'full', 'tyranny', ':', 'now', 'demand', 'nationwide', 'gun', 'confiscation', 'from', 'law-abiding', 'americans…', 'at', 'gunpoint', ',', 'of', 'course']"
269,"FOX Network Picks Up ‘Roseanne,’ Saying It Has No Problem With Occasional Racism – The Newly Press News Network – POTUS Press Network",0,"['fox', 'network', 'picks', 'up', '‘', 'roseanne', ',', '’', 'saying', 'it', 'has', 'no', 'problem', 'with', 'occasional', 'racism', '–', 'the', 'newly', 'press', 'news', 'network', '–', 'potus', 'press', 'network']"
270,ICE removal key goal of Democrats in 2020 election,0,"['ice', 'removal', 'key', 'goal', 'of', 'democrats', 'in', '2020', 'election']"
